+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|              2042 |  3 |   RUNNING |     READY |
|              2043 |  3 |     READY |   RUNNING |
|              2044 |  3 |   RUNNING |     READY |
|              2045 |  3 |     READY |   RUNNING |
|              2046 |  3 |   RUNNING |     READY |
|              2047 |  3 |     READY |   RUNNING |
|              2048 |  3 |   RUNNING |     READY |
|              2049 |  3 |     READY |   RUNNING |
|              2050 |  3 |   RUNNING |     READY |
|              2051 |  3 |     READY |   RUNNING |
|              2052 |  3 |   RUNNING |     READY |
|              2053 |  3 |     READY |   RUNNING |
|              2054 |  3 |   RUNNING |     READY |
|              2055 |  3 |     READY |   RUNNING |
|              2056 |  3 |   RUNNING |     READY |
|              2057 |  3 |     READY |   RUNNING |
|              2058 |  3 |   RUNNING |     READY |
|              2059 |  3 |     READY |   RUNNING |
|              2060 |  3 |   RUNNING |     READY |
|              2061 |  3 |     READY |   RUNNING |
|              2062 |  3 |   RUNNING |     READY |
|              2063 |  3 |     READY |   RUNNING |
|              2064 |  3 |   RUNNING |     READY |
|              2065 |  3 |     READY |   RUNNING |
|              2066 |  3 |   RUNNING |     READY |
|              2067 |  3 |     READY |   RUNNING |
|              2068 |  3 |   RUNNING |     READY |
|              2069 |  3 |     READY |   RUNNING |
|              2070 |  3 |   RUNNING |     READY |
|              2071 |  3 |     READY |   RUNNING |
|              2072 |  3 |   RUNNING |     READY |
|              2073 |  3 |     READY |   RUNNING |
|              2074 |  3 |   RUNNING |     READY |
|              2075 |  3 |     READY |   RUNNING |
|              2076 |  3 |   RUNNING |     READY |
|              2077 |  3 |     READY |   RUNNING |
|              2078 |  3 |   RUNNING |     READY |
|              2079 |  3 |     READY |   RUNNING |
|              2080 |  3 |   RUNNING |     READY |
|              2081 |  3 |     READY |   RUNNING |
|              2082 |  3 |   RUNNING |     READY |
|              2083 |  3 |     READY |   RUNNING |
|              2084 |  3 |   RUNNING |   WAITING |
|              2084 |  2 |     READY |   RUNNING |
|              2085 |  2 |   RUNNING |     READY |
|              2086 |  2 |     READY |   RUNNING |
|              2087 |  2 |   RUNNING |     READY |
|              2088 |  2 |     READY |   RUNNING |
|              2089 |  2 |   RUNNING |     READY |
|              2090 |  2 |     READY |   RUNNING |
|              2091 |  2 |   RUNNING |     READY |
|              2092 |  2 |     READY |   RUNNING |
|              2093 |  2 |   RUNNING |     READY |
|              2094 |  2 |     READY |   RUNNING |
|              2095 |  2 |   RUNNING |     READY |
|              2096 |  2 |     READY |   RUNNING |
|              2097 |  2 |   RUNNING |     READY |
|              2098 |  2 |     READY |   RUNNING |
|              2099 |  2 |   RUNNING |     READY |
|              2100 |  2 |     READY |   RUNNING |
|              2101 |  2 |   RUNNING |     READY |
|              2102 |  2 |     READY |   RUNNING |
|              2103 |  2 |   RUNNING |     READY |
|              2104 |  2 |     READY |   RUNNING |
|              2105 |  2 |   RUNNING |     READY |
|              2106 |  2 |     READY |   RUNNING |
|              2107 |  2 |   RUNNING |     READY |
|              2108 |  2 |     READY |   RUNNING |
|              2109 |  2 |   RUNNING |     READY |
|              2110 |  2 |     READY |   RUNNING |
|              2111 |  2 |   RUNNING |     READY |
|              2112 |  2 |     READY |   RUNNING |
|              2113 |  2 |   RUNNING |     READY |
|              2114 |  2 |     READY |   RUNNING |
|              2115 |  2 |   RUNNING |     READY |
|              2116 |  2 |     READY |   RUNNING |
|              2117 |  2 |   RUNNING |     READY |
|              2118 |  2 |     READY |   RUNNING |
|              2119 |  2 |   RUNNING |     READY |
|              2120 |  2 |     READY |   RUNNING |
|              2121 |  2 |   RUNNING |     READY |
|              2122 |  2 |     READY |   RUNNING |
|              2123 |  2 |   RUNNING |     READY |
|              2124 |  2 |     READY |   RUNNING |
|              2125 |  2 |   RUNNING |     READY |
|              2126 |  2 |     READY |   RUNNING |
|              2127 |  2 |   RUNNING |     READY |
|              2128 |  2 |     READY |   RUNNING |
|              2129 |  2 |   RUNNING |     READY |
|              2130 |  2 |     READY |   RUNNING |
|              2131 |  2 |   RUNNING |     READY |
|              2132 |  2 |     READY |   RUNNING |
|              2133 |  2 |   RUNNING |     READY |
|              2134 |  2 |     READY |   RUNNING |
|              2135 |  2 |   RUNNING |     READY |
|              2136 |  2 |     READY |   RUNNING |
|              2137 |  2 |   RUNNING |     READY |
|              2138 |  2 |     READY |   RUNNING |
|              2139 |  2 |   RUNNING |     READY |
|              2140 |  2 |     READY |   RUNNING |
|              2141 |  2 |   RUNNING |     READY |
|              2142 |  2 |     READY |   RUNNING |
|              2143 |  2 |   RUNNING |     READY |
|              2144 |  2 |     READY |   RUNNING |
|              2145 |  2 |   RUNNING |     READY |
|              2146 |  2 |     READY |   RUNNING |
|              2147 |  2 |   RUNNING |     READY |
|              2148 |  2 |     READY |   RUNNING |
|              2149 |  2 |   RUNNING |     READY |
|              2150 |  2 |     READY |   RUNNING |
|              2151 |  2 |   RUNNING |     READY |
|              2152 |  2 |     READY |   RUNNING |
|              2153 |  2 |   RUNNING |     READY |
|              2154 |  2 |     READY |   RUNNING |
|              2155 |  2 |   RUNNING |     READY |
|              2156 |  4 |   WAITING |     READY |
|              2156 |  4 |     READY |   RUNNING |
|              2157 |  4 |   RUNNING |     READY |
|              2158 |  4 |     READY |   RUNNING |
|              2159 |  4 |   RUNNING |     READY |
|              2160 |  4 |     READY |   RUNNING |
|              2161 |  4 |   RUNNING |     READY |
|              2162 |  4 |     READY |   RUNNING |
|              2163 |  4 |   RUNNING |     READY |
|              2164 |  4 |     READY |   RUNNING |
|              2165 |  4 |   RUNNING |     READY |
|              2166 |  4 |     READY |   RUNNING |
|              2167 |  4 |   RUNNING |     READY |
|              2168 |  4 |     READY |   RUNNING |
|              2169 |  4 |   RUNNING |     READY |
|              2170 |  4 |     READY |   RUNNING |
|              2171 |  4 |   RUNNING |     READY |
|              2172 |  4 |     READY |   RUNNING |
|              2173 |  4 |   RUNNING |     READY |
|              2174 |  4 |     READY |   RUNNING |
|              2175 |  4 |   RUNNING |     READY |
|              2176 |  4 |     READY |   RUNNING |
|              2177 |  4 |   RUNNING |     READY |
|              2178 |  4 |     READY |   RUNNING |
|              2179 |  3 |   WAITING |     READY |
|              2179 |  4 |   RUNNING |     READY |
|              2180 |  4 |     READY |   RUNNING |
|              2181 |  4 |   RUNNING |     READY |
|              2182 |  4 |     READY |   RUNNING |
|              2183 |  4 |   RUNNING |     READY |
|              2184 |  4 |     READY |   RUNNING |
|              2185 |  4 |   RUNNING |     READY |
|              2186 |  4 |     READY |   RUNNING |
|              2187 |  4 |   RUNNING |     READY |
|              2188 |  4 |     READY |   RUNNING |
|              2189 |  4 |   RUNNING |     READY |
|              2190 |  4 |     READY |   RUNNING |
|              2191 |  4 |   RUNNING |     READY |
|              2192 |  4 |     READY |   RUNNING |
|              2193 |  4 |   RUNNING |     READY |
|              2194 |  4 |     READY |   RUNNING |
|              2195 |  4 |   RUNNING |     READY |
|              2196 |  4 |     READY |   RUNNING |
|              2197 |  4 |   RUNNING |     READY |
|              2198 |  4 |     READY |   RUNNING |
|              2199 |  4 |   RUNNING |     READY |
|              2200 |  4 |     READY |   RUNNING |
|              2201 |  4 |   RUNNING |     READY |
|              2202 |  4 |     READY |   RUNNING |
|              2203 |  4 |   RUNNING |     READY |
|              2204 |  4 |     READY |   RUNNING |
|              2205 |  4 |   RUNNING |     READY |
|              2206 |  4 |     READY |   RUNNING |
|              2207 |  4 |   RUNNING |     READY |
|              2208 |  4 |     READY |   RUNNING |
|              2209 |  4 |   RUNNING |     READY |
|              2210 |  4 |     READY |   RUNNING |
|              2211 |  4 |   RUNNING |     READY |
|              2212 |  4 |     READY |   RUNNING |
|              2213 |  4 |   RUNNING |     READY |
|              2214 |  4 |     READY |   RUNNING |
|              2215 |  4 |   RUNNING |     READY |
|              2216 |  4 |     READY |   RUNNING |
|              2217 |  4 |   RUNNING |     READY |
|              2218 |  4 |     READY |   RUNNING |
|              2219 |  4 |   RUNNING |     READY |
|              2220 |  4 |     READY |   RUNNING |
|              2221 |  4 |   RUNNING |     READY |
|              2222 |  4 |     READY |   RUNNING |
|              2223 |  4 |   RUNNING |     READY |
|              2224 |  4 |     READY |   RUNNING |
|              2225 |  4 |   RUNNING |   WAITING |
|              2225 |  3 |     READY |   RUNNING |
|              2226 |  3 |   RUNNING |     READY |
|              2227 |  3 |     READY |   RUNNING |
|              2228 |  3 |   RUNNING |     READY |
|              2229 |  3 |     READY |   RUNNING |
|              2230 |  3 |   RUNNING |     READY |
|              2231 |  3 |     READY |   RUNNING |
|              2232 |  3 |   RUNNING |     READY |
|              2233 |  3 |     READY |   RUNNING |
|              2234 |  3 |   RUNNING |     READY |
|              2235 |  3 |     READY |   RUNNING |
|              2236 |  3 |   RUNNING |     READY |
|              2237 |  3 |     READY |   RUNNING |
|              2238 |  3 |   RUNNING |     READY |
|              2239 |  3 |     READY |   RUNNING |
|              2240 |  3 |   RUNNING |     READY |
|              2241 |  3 |     READY |   RUNNING |
|              2242 |  3 |   RUNNING |     READY |
|              2243 |  3 |     READY |   RUNNING |
|              2244 |  3 |   RUNNING |     READY |
|              2245 |  3 |     READY |   RUNNING |
|              2246 |  3 |   RUNNING |     READY |
|              2247 |  3 |     READY |   RUNNING |
|              2248 |  3 |   RUNNING |     READY |
|              2249 |  3 |     READY |   RUNNING |
|              2250 |  3 |   RUNNING |     READY |
|              2251 |  3 |     READY |   RUNNING |
|              2252 |  3 |   RUNNING |     READY |
|              2253 |  3 |     READY |   RUNNING |
|              2254 |  3 |   RUNNING |     READY |
|              2255 |  3 |     READY |   RUNNING |
|              2256 |  3 |   RUNNING |     READY |
|              2257 |  3 |     READY |   RUNNING |
|              2258 |  3 |   RUNNING |     READY |
|              2259 |  3 |     READY |   RUNNING |
|              2260 |  3 |   RUNNING |     READY |
|              2261 |  3 |     READY |   RUNNING |
|              2262 |  3 |   RUNNING |     READY |
|              2263 |  3 |     READY |   RUNNING |
|              2264 |  3 |   RUNNING |     READY |
|              2265 |  3 |     READY |   RUNNING |
|              2266 |  3 |   RUNNING |     READY |
|              2267 |  3 |     READY |   RUNNING |
|              2268 |  3 |   RUNNING |     READY |
|              2269 |  3 |     READY |   RUNNING |
|              2270 |  3 |   RUNNING |     READY |
|              2271 |  3 |     READY |   RUNNING |
|              2272 |  3 |   RUNNING |     READY |
|              2273 |  3 |     READY |   RUNNING |
|              2274 |  3 |   RUNNING |     READY |
|              2275 |  3 |     READY |   RUNNING |
|              2276 |  3 |   RUNNING |     READY |
|              2277 |  3 |     READY |   RUNNING |
|              2278 |  3 |   RUNNING |     READY |
|              2279 |  3 |     READY |   RUNNING |
|              2280 |  3 |   RUNNING |     READY |
|              2281 |  3 |     READY |   RUNNING |
|              2282 |  3 |   RUNNING |     READY |
|              2283 |  3 |     READY |   RUNNING |
|              2284 |  3 |   RUNNING |     READY |
|              2285 |  3 |     READY |   RUNNING |
|              2286 |  3 |   RUNNING |     READY |
|              2287 |  3 |     READY |   RUNNING |
|              2288 |  3 |   RUNNING |     READY |
|              2289 |  3 |     READY |   RUNNING |
|              2290 |  3 |   RUNNING |     READY |
|              2291 |  3 |     READY |   RUNNING |
|              2292 |  3 |   RUNNING |     READY |
|              2293 |  3 |     READY |   RUNNING |
|              2294 |  3 |   RUNNING |     READY |
|              2295 |  3 |     READY |   RUNNING |
|              2296 |  3 |   RUNNING |     READY |
|              2297 |  3 |     READY |   RUNNING |
|              2298 |  3 |   RUNNING |     READY |
|              2299 |  3 |     READY |   RUNNING |
|              2300 |  3 |   RUNNING |     READY |
|              2301 |  3 |     READY |   RUNNING |
|              2302 |  3 |   RUNNING |     READY |
|              2303 |  3 |     READY |   RUNNING |
|              2304 |  3 |   RUNNING |     READY |
|              2305 |  3 |     READY |   RUNNING |
|              2306 |  3 |   RUNNING |     READY |
|              2307 |  3 |     READY |   RUNNING |
|              2308 |  3 |   RUNNING |     READY |
|              2309 |  3 |     READY |   RUNNING |
|              2310 |  3 |   RUNNING |     READY |
|              2311 |  3 |     READY |   RUNNING |
|              2312 |  3 |   RUNNING |     READY |
|              2313 |  3 |     READY |   RUNNING |
|              2314 |  3 |   RUNNING |     READY |
|              2315 |  3 |     READY |   RUNNING |
|              2316 |  3 |   RUNNING |     READY |
|              2317 |  3 |     READY |   RUNNING |
|              2318 |  3 |   RUNNING |     READY |
|              2319 |  3 |     READY |   RUNNING |
|              2320 |  3 |   RUNNING |     READY |
|              2321 |  3 |     READY |   RUNNING |
|              2322 |  3 |   RUNNING |     READY |
|              2323 |  3 |     READY |   RUNNING |
|              2324 |  3 |   RUNNING |     READY |
|              2325 |  3 |     READY |   RUNNING |
|              2326 |  3 |   RUNNING |     READY |
|              2327 |  3 |     READY |   RUNNING |
|              2328 |  3 |   RUNNING |     READY |
|              2329 |  3 |     READY |   RUNNING |
|              2330 |  3 |   RUNNING |     READY |
|              2331 |  3 |     READY |   RUNNING |
|              2332 |  3 |   RUNNING |     READY |
|              2333 |  3 |     READY |   RUNNING |
|              2334 |  3 |   RUNNING |     READY |
|              2335 |  3 |     READY |   RUNNING |
|              2336 |  3 |   RUNNING |     READY |
|              2337 |  3 |     READY |   RUNNING |
|              2338 |  3 |   RUNNING |     READY |
|              2339 |  3 |     READY |   RUNNING |
|              2340 |  3 |   RUNNING |     READY |
|              2341 |  3 |     READY |   RUNNING |
|              2342 |  3 |   RUNNING |     READY |
|              2343 |  3 |     READY |   RUNNING |
|              2344 |  3 |   RUNNING |     READY |
|              2345 |  3 |     READY |   RUNNING |
|              2346 |  3 |   RUNNING |     READY |
|              2347 |  3 |     READY |   RUNNING |
|              2348 |  3 |   RUNNING |     READY |
|              2349 |  3 |     READY |   RUNNING |
|              2350 |  4 |   WAITING |     READY |
|              2350 |  3 |   RUNNING |     READY |
|              2351 |  4 |     READY |   RUNNING |
|              2352 |  4 |   RUNNING |     READY |
|              2353 |  4 |     READY |   RUNNING |
|              2354 |  4 |   RUNNING |     READY |
|              2355 |  4 |     READY |   RUNNING |
|              2356 |  4 |   RUNNING |     READY |
|              2357 |  4 |     READY |   RUNNING |
|              2358 |  4 |   RUNNING |     READY |
|              2359 |  4 |     READY |   RUNNING |
|              2360 |  4 |   RUNNING |     READY |
|              2361 |  4 |     READY |   RUNNING |
|              2362 |  4 |   RUNNING |     READY |
|              2363 |  4 |     READY |   RUNNING |
|              2364 |  4 |   RUNNING |     READY |
|              2365 |  4 |     READY |   RUNNING |
|              2366 |  4 |   RUNNING |     READY |
|              2367 |  4 |     READY |   RUNNING |
|              2368 |  4 |   RUNNING |     READY |
|              2369 |  4 |     READY |   RUNNING |
|              2370 |  4 |   RUNNING |     READY |
|              2371 |  4 |     READY |   RUNNING |
|              2372 |  4 |   RUNNING |     READY |
|              2373 |  4 |     READY |   RUNNING |
|              2374 |  4 |   RUNNING |     READY |
|              2375 |  4 |     READY |   RUNNING |
|              2376 |  4 |   RUNNING |     READY |
|              2377 |  4 |     READY |   RUNNING |
|              2378 |  4 |   RUNNING |     READY |
|              2379 |  4 |     READY |   RUNNING |
|              2380 |  4 |   RUNNING |     READY |
|              2381 |  4 |     READY |   RUNNING |
|              2382 |  4 |   RUNNING |     READY |
|              2383 |  4 |     READY |   RUNNING |
|              2384 |  4 |   RUNNING |     READY |
|              2385 |  4 |     READY |   RUNNING |
|              2386 |  4 |   RUNNING |     READY |
|              2387 |  4 |     READY |   RUNNING |
|              2388 |  4 |   RUNNING |     READY |
|              2389 |  4 |     READY |   RUNNING |
|              2390 |  4 |   RUNNING |     READY |
|              2391 |  4 |     READY |   RUNNING |
|              2392 |  4 |   RUNNING |     READY |
|              2393 |  4 |     READY |   RUNNING |
|              2394 |  4 |   RUNNING |     READY |
|              2395 |  4 |     READY |   RUNNING |
|              2396 |  4 |   RUNNING |     READY |
|              2397 |  4 |     READY |   RUNNING |
|              2398 |  4 |   RUNNING |     READY |
|              2399 |  4 |     READY |   RUNNING |
|              2400 |  4 |   RUNNING |     READY |
|              2401 |  4 |     READY |   RUNNING |
|              2402 |  4 |   RUNNING |     READY |
|              2403 |  4 |     READY |   RUNNING |
|              2404 |  4 |   RUNNING |     READY |
|              2405 |  4 |     READY |   RUNNING |
|              2406 |  4 |   RUNNING |     READY |
|              2407 |  4 |     READY |   RUNNING |
|              2408 |  4 |   RUNNING |     READY |
|              2409 |  4 |     READY |   RUNNING |
|              2410 |  4 |   RUNNING |     READY |
|              2411 |  4 |     READY |   RUNNING |
|              2412 |  4 |   RUNNING |     READY |
|              2413 |  4 |     READY |   RUNNING |
|              2414 |  4 |   RUNNING |     READY |
|              2415 |  4 |     READY |   RUNNING |
|              2416 |  4 |   RUNNING |     READY |
|              2417 |  4 |     READY |   RUNNING |
|              2418 |  4 |   RUNNING |     READY |
|              2419 |  4 |     READY |   RUNNING |
|              2420 |  4 |   RUNNING |   WAITING |
|              2420 |  3 |     READY |   RUNNING |
|              2421 |  3 |   RUNNING |     READY |
|              2422 |  3 |     READY |   RUNNING |
|              2423 |  3 |   RUNNING |     READY |
|              2424 |  3 |     READY |   RUNNING |
|              2425 |  3 |   RUNNING |     READY |
|              2426 |  3 |     READY |   RUNNING |
|              2427 |  3 |   RUNNING |     READY |
|              2428 |  3 |     READY |   RUNNING |
|              2429 |  3 |   RUNNING |     READY |
|              2430 |  3 |     READY |   RUNNING |
|              2431 |  3 |   RUNNING |     READY |
|              2432 |  3 |     READY |   RUNNING |
|              2433 |  3 |   RUNNING |     READY |
|              2434 |  3 |     READY |   RUNNING |
|              2435 |  3 |   RUNNING |     READY |
|              2436 |  3 |     READY |   RUNNING |
|              2437 |  3 |   RUNNING |     READY |
|              2438 |  3 |     READY |   RUNNING |
|              2439 |  3 |   RUNNING |     READY |
|              2440 |  3 |     READY |   RUNNING |
|              2441 |  3 |   RUNNING |     READY |
|              2442 |  3 |     READY |   RUNNING |
|              2443 |  3 |   RUNNING |     READY |
|              2444 |  3 |     READY |   RUNNING |
|              2445 |  3 |   RUNNING |     READY |
|              2446 |  3 |     READY |   RUNNING |
|              2447 |  3 |   RUNNING |     READY |
|              2448 |  3 |     READY |   RUNNING |
|              2449 |  3 |   RUNNING |     READY |
|              2450 |  3 |     READY |   RUNNING |
|              2451 |  3 |   RUNNING |     READY |
|              2452 |  3 |     READY |   RUNNING |
|              2453 |  3 |   RUNNING |     READY |
|              2454 |  3 |     READY |   RUNNING |
|              2455 |  3 |   RUNNING |     READY |
|              2456 |  3 |     READY |   RUNNING |
|              2457 |  3 |   RUNNING |     READY |
|              2458 |  3 |     READY |   RUNNING |
|              2459 |  3 |   RUNNING |     READY |
|              2460 |  3 |     READY |   RUNNING |
|              2461 |  3 |   RUNNING |     READY |
|              2462 |  3 |     READY |   RUNNING |
|              2463 |  3 |   RUNNING |     READY |
|              2464 |  3 |     READY |   RUNNING |
|              2465 |  3 |   RUNNING |     READY |
|              2466 |  3 |     READY |   RUNNING |
|              2467 |  3 |   RUNNING |     READY |
|              2468 |  3 |     READY |   RUNNING |
|              2469 |  3 |   RUNNING |     READY |
|              2470 |  3 |     READY |   RUNNING |
|              2471 |  3 |   RUNNING |     READY |
|              2472 |  3 |     READY |   RUNNING |
|              2473 |  3 |   RUNNING |   WAITING |
|              2473 |  2 |     READY |   RUNNING |
|              2474 |  2 |   RUNNING |     READY |
|              2475 |  2 |     READY |   RUNNING |
|              2476 |  2 |   RUNNING |     READY |
|              2477 |  2 |     READY |   RUNNING |
|              2478 |  2 |   RUNNING |     READY |
|              2479 |  2 |     READY |   RUNNING |
|              2480 |  2 |   RUNNING |     READY |
|              2481 |  2 |     READY |   RUNNING |
|              2482 |  2 |   RUNNING |     READY |
|              2483 |  2 |     READY |   RUNNING |
|              2484 |  2 |   RUNNING |     READY |
|              2485 |  2 |     READY |   RUNNING |
|              2486 |  2 |   RUNNING |     READY |
|              2487 |  2 |     READY |   RUNNING |
|              2488 |  2 |   RUNNING |     READY |
|              2489 |  2 |     READY |   RUNNING |
|              2490 |  2 |   RUNNING |     READY |
|              2491 |  2 |     READY |   RUNNING |
|              2492 |  2 |   RUNNING |     READY |
|              2493 |  2 |     READY |   RUNNING |
|              2494 |  2 |   RUNNING |     READY |
|              2495 |  2 |     READY |   RUNNING |
|              2496 |  2 |   RUNNING |     READY |
|              2497 |  2 |     READY |   RUNNING |
|              2498 |  2 |   RUNNING |     READY |
|              2499 |  2 |     READY |   RUNNING |
|              2500 |  2 |   RUNNING |     READY |
|              2501 |  2 |     READY |   RUNNING |
|              2502 |  2 |   RUNNING |     READY |
|              2503 |  2 |     READY |   RUNNING |
|              2504 |  2 |   RUNNING |     READY |
|              2505 |  2 |     READY |   RUNNING |
|              2506 |  2 |   RUNNING |     READY |
|              2507 |  2 |     READY |   RUNNING |
|              2508 |  2 |   RUNNING |     READY |
|              2509 |  2 |     READY |   RUNNING |
|              2510 |  2 |   RUNNING |     READY |
|              2511 |  2 |     READY |   RUNNING |
|              2512 |  2 |   RUNNING |     READY |
|              2513 |  2 |     READY |   RUNNING |
|              2514 |  2 |   RUNNING |     READY |
|              2515 |  2 |     READY |   RUNNING |
|              2516 |  2 |   RUNNING |     READY |
|              2517 |  2 |     READY |   RUNNING |
|              2518 |  2 |   RUNNING |     READY |
|              2519 |  2 |     READY |   RUNNING |
|              2520 |  2 |   RUNNING |     READY |
|              2521 |  2 |     READY |   RUNNING |
|              2522 |  2 |   RUNNING |     READY |
|              2523 |  2 |     READY |   RUNNING |
|              2524 |  2 |   RUNNING |     READY |
|              2525 |  2 |     READY |   RUNNING |
|              2526 |  2 |   RUNNING |     READY |
|              2527 |  2 |     READY |   RUNNING |
|              2528 |  2 |   RUNNING |     READY |
|              2529 |  2 |     READY |   RUNNING |
|              2530 |  2 |   RUNNING |     READY |
|              2531 |  2 |     READY |   RUNNING |
|              2532 |  2 |   RUNNING |     READY |
|              2533 |  2 |     READY |   RUNNING |
|              2534 |  2 |   RUNNING |     READY |
|              2535 |  2 |     READY |   RUNNING |
|              2536 |  2 |   RUNNING |     READY |
|              2537 |  2 |     READY |   RUNNING |
|              2538 |  2 |   RUNNING |     READY |
|              2539 |  2 |     READY |   RUNNING |
|              2540 |  2 |   RUNNING |     READY |
|              2541 |  2 |     READY |   RUNNING |
|              2542 |  2 |   RUNNING |     READY |
|              2543 |  2 |     READY |   RUNNING |
|              2544 |  2 |   RUNNING |     READY |
|              2545 |  4 |   WAITING |     READY |
|              2545 |  4 |     READY |   RUNNING |
|              2546 |  4 |   RUNNING |     READY |
|              2547 |  4 |     READY |   RUNNING |
|              2548 |  4 |   RUNNING |     READY |
|              2549 |  4 |     READY |   RUNNING |
|              2550 |  4 |   RUNNING |     READY |
|              2551 |  4 |     READY |   RUNNING |
|              2552 |  4 |   RUNNING |     READY |
|              2553 |  4 |     READY |   RUNNING |
|              2554 |  4 |   RUNNING |     READY |
|              2555 |  4 |     READY |   RUNNING |
|              2556 |  4 |   RUNNING |     READY |
|              2557 |  4 |     READY |   RUNNING |
|              2558 |  4 |   RUNNING |     READY |
|              2559 |  4 |     READY |   RUNNING |
|              2560 |  4 |   RUNNING |     READY |
|              2561 |  4 |     READY |   RUNNING |
|              2562 |  4 |   RUNNING |     READY |
|              2563 |  4 |     READY |   RUNNING |
|              2564 |  4 |   RUNNING |     READY |
|              2565 |  4 |     READY |   RUNNING |
|              2566 |  4 |   RUNNING |     READY |
|              2567 |  4 |     READY |   RUNNING |
|              2568 |  3 |   WAITING |     READY |
|              2568 |  4 |   RUNNING |     READY |
|              2569 |  4 |     READY |   RUNNING |
|              2570 |  4 |   RUNNING |     READY |
|              2571 |  4 |     READY |   RUNNING |
|              2572 |  4 |   RUNNING |     READY |
|              2573 |  4 |     READY |   RUNNING |
|              2574 |  4 |   RUNNING |     READY |
|              2575 |  4 |     READY |   RUNNING |
|              2576 |  4 |   RUNNING |     READY |
|              2577 |  4 |     READY |   RUNNING |
|              2578 |  4 |   RUNNING |     READY |
|              2579 |  4 |     READY |   RUNNING |
|              2580 |  4 |   RUNNING |     READY |
|              2581 |  4 |     READY |   RUNNING |
|              2582 |  4 |   RUNNING |     READY |
|              2583 |  4 |     READY |   RUNNING |
|              2584 |  4 |   RUNNING |     READY |
|              2585 |  4 |     READY |   RUNNING |
|              2586 |  4 |   RUNNING |     READY |
|              2587 |  4 |     READY |   RUNNING |
|              2588 |  4 |   RUNNING |     READY |
|              2589 |  4 |     READY |   RUNNING |
|              2590 |  4 |   RUNNING |     READY |
|              2591 |  4 |     READY |   RUNNING |
|              2592 |  4 |   RUNNING |     READY |
|              2593 |  4 |     READY |   RUNNING |
|              2594 |  4 |   RUNNING |     READY |
|              2595 |  4 |     READY |   RUNNING |
|              2596 |  4 |   RUNNING |     READY |
|              2597 |  4 |     READY |   RUNNING |
|              2598 |  4 |   RUNNING |     READY |
|              2599 |  4 |     READY |   RUNNING |
|              2600 |  4 |   RUNNING |     READY |
|              2601 |  4 |     READY |   RUNNING |
|              2602 |  4 |   RUNNING |     READY |
|              2603 |  4 |     READY |   RUNNING |
|              2604 |  4 |   RUNNING |     READY |
|              2605 |  4 |     READY |   RUNNING |
|              2606 |  4 |   RUNNING |     READY |
|              2607 |  4 |     READY |   RUNNING |
|              2608 |  4 |   RUNNING |     READY |
|              2609 |  4 |     READY |   RUNNING |
|              2610 |  4 |   RUNNING |     READY |
|              2611 |  4 |     READY |   RUNNING |
|              2612 |  4 |   RUNNING |     READY |
|              2613 |  4 |     READY |   RUNNING |
|              2614 |  4 |   RUNNING |   WAITING |
|              2614 |  3 |     READY |   RUNNING |
|              2615 |  3 |   RUNNING |     READY |
|              2616 |  3 |     READY |   RUNNING |
|              2617 |  3 |   RUNNING |     READY |
|              2618 |  3 |     READY |   RUNNING |
|              2619 |  3 |   RUNNING |     READY |
|              2620 |  3 |     READY |   RUNNING |
|              2621 |  3 |   RUNNING |     READY |
|              2622 |  3 |     READY |   RUNNING |
|              2623 |  3 |   RUNNING |     READY |
|              2624 |  3 |     READY |   RUNNING |
|              2625 |  3 |   RUNNING |     READY |
|              2626 |  3 |     READY |   RUNNING |
|              2627 |  3 |   RUNNING |     READY |
|              2628 |  3 |     READY |   RUNNING |
|              2629 |  3 |   RUNNING |     READY |
|              2630 |  3 |     READY |   RUNNING |
|              2631 |  3 |   RUNNING |     READY |
|              2632 |  3 |     READY |   RUNNING |
|              2633 |  3 |   RUNNING |     READY |
|              2634 |  3 |     READY |   RUNNING |
|              2635 |  3 |   RUNNING |     READY |
|              2636 |  3 |     READY |   RUNNING |
|              2637 |  3 |   RUNNING |     READY |
|              2638 |  3 |     READY |   RUNNING |
|              2639 |  3 |   RUNNING |     READY |
|              2640 |  3 |     READY |   RUNNING |
|              2641 |  3 |   RUNNING |     READY |
|              2642 |  3 |     READY |   RUNNING |
|              2643 |  3 |   RUNNING |     READY |
|              2644 |  3 |     READY |   RUNNING |
|              2645 |  3 |   RUNNING |     READY |
|              2646 |  3 |     READY |   RUNNING |
|              2647 |  3 |   RUNNING |     READY |
|              2648 |  3 |     READY |   RUNNING |
|              2649 |  3 |   RUNNING |     READY |
|              2650 |  3 |     READY |   RUNNING |
|              2651 |  3 |   RUNNING |     READY |
|              2652 |  3 |     READY |   RUNNING |
|              2653 |  3 |   RUNNING |     READY |
|              2654 |  3 |     READY |   RUNNING |
|              2655 |  3 |   RUNNING |     READY |
|              2656 |  3 |     READY |   RUNNING |
|              2657 |  3 |   RUNNING |     READY |
|              2658 |  3 |     READY |   RUNNING |
|              2659 |  3 |   RUNNING |     READY |
|              2660 |  3 |     READY |   RUNNING |
|              2661 |  3 |   RUNNING |     READY |
|              2662 |  3 |     READY |   RUNNING |
|              2663 |  3 |   RUNNING |     READY |
|              2664 |  3 |     READY |   RUNNING |
|              2665 |  3 |   RUNNING |     READY |
